Employee_ID,Department,Emails_Sent,Emails_Received,Meetings_Hours,Z_Score,Docs_Created,Sheets_Collaborated,Tasks_Completed,Week,Collaboration_Index,Productivity_Score,Communication_Load,Collaboration_Load
E4124,Sales,50,82,10.38886441,0,3,6,22,2,0.790245601,1.931711468,132,9
E4125,Marketing,58,70,9.486043961,0,14,4,14,6,1.716567284,1.335107887,128,18
E4126,Marketing,42,71,12.06943878,1,7,4,22,9,0.841658175,1.683316351,113,11
E4127,HR,55,73,9.09956025,0,5,7,14,2,1.188170544,1.386198968,128,12
E4128,HR,44,73,7.941620202,-1,6,4,20,2,1.118365551,2.236731101,117,10
E4129,Finance,44,66,5.216762271,-2,6,9,22,1,2.412831527,3.538819572,110,15
E4130,Marketing,51,75,8.213422982,-1,5,9,23,4,1.519522118,2.496357765,126,14
E4131,Operations,51,63,4.276613091,-2,4,4,23,2,1.516124048,4.358856638,114,8
E4132,Marketing,66,70,10.84974111,0,8,8,25,11,1.35024047,2.109750734,136,16
E4133,HR,51,60,10.64750647,0,8,4,14,8,1.030263433,1.201974005,111,12
E4134,Operations,47,72,12.08925851,1,5,9,14,5,1.069579304,1.069579304,119,14
E4135,Sales,50,73,6.906694424,-1,8,4,27,1,1.517701249,3.41482781,123,12
E4136,Sales,46,77,5.683867716,-1,11,2,21,7,1.944981641,3.14189342,123,13
E4137,Support,40,73,16.17239197,2,5,6,14,9,0.640563063,0.81526208,113,11
E4138,Engineering,55,63,9.764098355,0,6,7,16,4,1.207718433,1.486422687,118,13
E4139,HR,54,65,12.09942995,1,11,4,13,2,1.145087996,0.992409597,119,15
E4140,Engineering,53,75,10.39873277,0,12,7,17,2,1.666851955,1.491393854,128,19
E4141,Operations,47,72,12.2348312,1,7,4,15,7,0.831140181,1.133372974,119,11
E4142,HR,46,67,10.68411122,0,9,3,17,11,1.027035756,1.454967321,113,12
E4143,Finance,49,74,7.593959641,-1,9,4,12,10,1.512690371,1.396329573,123,13
E4144,Marketing,46,84,11.62546571,1,11,5,10,3,1.267279985,0.792049991,130,16
E4145,Finance,57,66,10.91179709,0,8,4,28,6,1.007404669,2.350610894,123,12
E4146,Operations,52,69,4.953019211,-2,9,3,16,11,2.015783852,2.687711803,121,12
E4147,HR,47,73,10.8836117,0,8,7,14,9,1.262242522,1.17809302,120,15
E4148,Operations,43,78,8.838661933,0,8,1,21,6,0.914758537,2.134436587,121,9
E4149,Marketing,52,75,7.99972202,-1,8,5,21,7,1.44448906,2.333405405,127,13
E4150,Sales,41,60,12.9260272,1,6,8,22,4,1.005311838,1.579775746,101,14
E4151,Sales,53,68,9.784431375,0,4,4,28,7,0.741810089,2.596335312,121,8
E4152,Operations,54,86,9.875740299,0,7,5,17,10,1.103373165,1.563111984,140,12
E4153,Engineering,48,69,10.2677489,0,16,6,20,11,1.952475175,1.774977432,117,22
E4154,HR,42,82,9.902928832,0,8,5,20,2,1.192340168,1.83436949,124,13
E4155,HR,50,68,9.706719306,0,7,6,17,8,1.214190793,1.58778796,118,13
E4156,Sales,55,54,14.36824947,1,4,6,19,2,0.650692196,1.236315173,109,10
E4157,Support,47,59,7.94726581,-1,6,5,20,5,1.229425864,2.235319753,106,11
E4158,Finance,44,78,4.789613104,-2,10,3,17,4,2.245400473,2.936292926,122,13
E4159,Support,49,78,10.13401261,0,10,0,31,4,0.898148794,2.784261262,127,10
E4160,Marketing,56,61,7.181746604,-1,13,1,18,6,1.711126081,2.200019247,117,14
E4161,Finance,52,90,6.709745487,-1,12,5,16,5,2.205001453,2.075295485,142,17
E4162,Finance,40,53,9.952797035,0,7,2,21,2,0.821707914,1.917318465,93,9
E4163,Operations,55,67,10.82403441,0,8,4,15,3,1.014882026,1.268602532,122,12
E4164,Sales,39,77,9.478971695,0,2,2,20,5,0.381716844,1.908584218,116,4
E4165,Support,47,75,8.629807561,0,10,1,13,4,1.142286586,1.349975056,122,11
E4166,Support,48,82,9.398493384,0,16,0,16,6,1.538684443,1.538684443,130,16
E4167,Sales,43,65,9.847192271,0,11,3,14,6,1.290656573,1.290656573,108,14
E4168,Support,46,77,9.991955309,0,10,3,20,9,1.18268312,1.819512492,123,13
E4169,Sales,57,58,4.623345847,-2,16,6,19,1,3.912261597,3.378771379,115,22
E4170,Operations,38,54,12.62167527,1,8,7,17,9,1.10118614,1.248010958,92,15
E4171,Engineering,48,66,5.627178949,-1,10,6,25,11,2.414300281,3.772344189,114,16
E4172,Finance,43,69,7.986751884,-1,4,2,31,4,0.667649455,3.449522186,112,6
E4173,Operations,68,46,5.337388057,-2,7,5,22,9,1.893524571,3.471461713,114,12
E4174,HR,50,58,10.50180761,0,7,5,21,12,1.043314269,1.825799971,108,12
E4175,Marketing,56,62,7.868230008,-1,5,5,13,8,1.127620731,1.46590695,118,10
E4176,Engineering,67,69,9.448526731,0,6,3,22,6,0.861365457,2.105560005,136,9
E4177,HR,49,63,7.771331062,-1,12,6,18,4,2.052140077,2.052140077,112,18
E4178,Finance,50,71,6.837679557,-1,10,7,22,12,2.169009319,2.806953237,121,17
E4179,Support,54,70,2.470019564,-3,7,6,28,4,3.746376572,8.06911877,124,13
E4180,Sales,47,64,8.225703218,-1,7,4,27,4,1.192321034,2.926606174,111,11
E4181,Finance,51,70,6.369735769,-1,12,3,14,4,2.035351126,1.899661051,121,15
E4182,Operations,40,68,11.5587634,1,9,5,19,2,1.114759436,1.512887805,108,14
E4183,Marketing,41,71,16.2427112,2,7,4,21,10,0.637950719,1.217905918,112,11
E4184,Operations,48,76,15.48977759,2,2,0,20,12,0.121287264,1.212872635,124,2
E4185,Engineering,51,65,9.756616042,0,8,9,26,2,1.580422684,2.417117047,116,17
E4186,Engineering,48,57,7.626708036,-1,5,6,17,5,1.275109805,1.970624244,105,11
E4187,Marketing,51,72,4.15045231,-2,9,0,21,11,1.747419345,4.077311804,123,9
E4188,HR,51,67,8.743696668,0,8,3,23,6,1.12893498,2.360500412,118,11
E4189,HR,53,60,7.263519797,-1,4,4,21,10,0.968110466,2.541289973,113,8
E4190,Engineering,46,76,7.78818743,-1,3,4,22,2,0.796523749,2.503360354,122,7
E4191,Engineering,59,78,5.103472115,-2,4,7,13,1,1.802252848,2.129935184,137,11
E4192,Support,69,65,12.10824699,1,6,4,24,3,0.762878515,1.830908437,134,10
E4193,Sales,45,82,11.52767955,0,8,6,21,12,1.117525392,1.676288087,127,14
E4194,Support,55,76,7.253584076,-1,7,5,15,4,1.453913826,1.817392282,131,12
E4195,Support,39,78,12.56756157,1,6,4,14,4,0.737052118,1.031872966,117,10
E4196,HR,48,70,10.17884753,0,4,2,17,9,0.536727957,1.520729213,118,6
E4197,Marketing,50,81,11.59067187,1,4,6,20,6,0.794238791,1.588477581,131,10
E4198,HR,48,77,12.32232704,1,6,4,20,3,0.750619616,1.501239231,125,10
E4199,Sales,48,75,11.09497041,0,7,4,16,10,0.909468946,1.322863922,123,11
E4200,Operations,47,69,7.538173197,-1,4,8,17,9,1.405452867,1.991058228,116,12
E4201,Engineering,59,71,13.14791534,1,6,2,11,2,0.565454331,0.777499705,130,8
E4202,Engineering,61,58,12.31822436,1,7,4,22,8,0.825935928,1.651871857,119,11
E4203,Sales,61,69,12.36207193,1,8,4,24,5,0.898064317,1.796128634,130,12
E4204,Support,52,71,6.012063444,-1,5,8,22,9,1.853947858,3.137450221,123,13
E4205,Marketing,46,69,5.599156819,-1,8,2,15,7,1.515345108,2.273017661,115,10
E4206,Engineering,45,67,14.53854018,1,6,5,16,9,0.707917209,1.029697759,112,11
E4207,Finance,56,78,8.08571986,-1,8,3,18,10,1.210691081,1.98113086,134,11
E4208,Support,58,71,10.75730657,0,6,3,24,1,0.765481443,2.041283849,129,9
E4209,Engineering,51,74,13.61910962,1,8,3,23,8,0.752439805,1.573283229,125,11
E4210,Finance,54,86,14.8989062,2,6,10,21,3,1.006358538,1.320845581,140,16
E4211,Sales,44,86,11.72241433,1,6,5,13,8,0.864615765,1.021818632,130,11
E4212,Sales,48,68,8.433679024,-1,4,3,23,2,0.742022278,2.438073199,116,7
E4213,Support,40,79,9.140070861,0,4,4,25,12,0.788949122,2.465466005,119,8
E4214,Engineering,51,90,11.11209553,0,4,2,26,2,0.495372579,2.146614509,141,6
E4215,HR,57,77,10.52466321,0,6,3,13,4,0.780933884,1.12801561,134,9
E4216,Finance,37,72,7.852023914,-1,7,7,14,10,1.581559216,1.581559216,109,14
E4217,Marketing,47,71,2.040371102,-3,9,5,25,5,4.604701048,8.222680442,118,14
E4218,Engineering,36,78,7.792316401,-1,1,6,21,12,0.796149693,2.388449078,114,7
E4219,Marketing,61,71,9.361019664,0,6,6,24,10,1.158187166,2.316374332,132,12
E4220,Engineering,57,80,9.97109934,0,12,5,23,2,1.549525665,2.096417076,137,17
E4221,HR,43,81,15.12009739,2,5,6,11,3,0.682378011,0.682378011,124,11
E4222,HR,58,69,13.20134,1,3,2,17,5,0.352079452,1.197070136,127,5
E4223,Support,51,73,8.615099948,0,5,6,26,3,1.14403387,2.704080056,124,11
E4224,Support,52,70,11.51125456,0,8,6,14,3,1.118992499,1.118992499,122,14
E4225,HR,40,63,2.00638216,-3,6,6,14,4,3.991508518,4.656759938,103,12
E4226,Operations,49,76,13.67829249,1,9,3,27,5,0.817533784,1.839451013,125,12
E4227,HR,40,69,8.510918409,-1,8,3,23,3,1.156565489,2.418273295,109,11
E4228,Sales,51,73,10.56154425,0,6,6,22,1,1.037923632,1.902859993,124,12
E4229,Sales,49,64,10.08945072,0,9,1,27,12,0.901757918,2.43474638,113,10
E4230,Operations,34,67,13.07869405,1,7,3,25,3,0.710293154,1.775732884,101,10
E4231,Finance,53,65,8.953971193,0,8,3,17,5,1.105086582,1.707861081,118,11
E4232,Marketing,52,85,12.46866122,1,5,3,25,11,0.593971433,1.856160727,137,8
E4233,Engineering,65,66,11.09400519,0,9,6,22,6,1.240283906,1.819083062,131,15
E4234,Engineering,59,94,10.36773561,0,9,2,24,8,0.967650936,2.111238406,153,11
E4235,Operations,53,64,9.675738563,0,10,2,23,7,1.124044011,2.154417689,117,12
E4236,Sales,42,81,8.471864271,-1,7,4,23,2,1.161334209,2.428244255,123,11
E4237,Support,35,65,9.502540813,0,11,6,23,5,1.618655933,2.189946262,100,17
E4238,Engineering,62,73,8.853191406,0,7,8,26,3,1.522349397,2.638738956,135,15
E4239,Sales,36,68,11.25644126,0,12,6,22,12,1.468615532,1.794974539,104,18
E4240,Finance,58,93,6.596618313,-1,7,5,15,11,1.579650248,1.97456281,151,12
E4241,Marketing,47,63,10.2162478,0,6,2,15,8,0.713251004,1.337345632,110,8
E4242,Finance,40,77,14.54865472,2,5,3,21,1,0.514513966,1.35059916,117,8
E4243,Operations,56,62,8.680271274,0,8,9,20,3,1.756149132,2.066057803,118,17
E4244,HR,58,74,11.3149551,0,7,5,12,7,0.97442499,0.97442499,132,12
E4245,HR,42,80,3.030149519,-2,5,5,26,7,2.481297518,6.451373548,122,10
E4246,HR,51,79,5.257792439,-2,6,6,18,8,1.917609144,2.876413716,130,12
E4247,Finance,43,81,9.600985863,0,5,5,22,4,0.943308493,2.075278685,124,10
E4248,Engineering,55,72,9.774125817,0,12,6,22,1,1.670669185,2.041929004,127,18
E4249,Marketing,58,57,10.12403138,0,13,6,27,11,1.708013881,2.42717762,115,19
E4250,HR,45,66,16.57238293,2,9,6,17,11,0.853612174,0.967427131,111,15
E4251,Operations,51,69,8.251247933,-1,6,1,16,1,0.756654675,1.7294964,120,7
E4252,Operations,55,79,10.25323883,0,9,5,21,1,1.244086276,1.866129415,134,14
E4253,HR,53,79,7.850856841,-1,5,7,21,7,1.355800937,2.37265164,132,12
E4254,HR,49,69,12.21067726,1,6,5,20,1,0.832659808,1.513926925,118,11
E4255,Marketing,60,83,6.548919271,-1,8,6,14,10,1.854570104,1.854570104,143,14
E4256,HR,54,60,7.902984429,-1,5,10,23,5,1.684828286,2.583403372,114,15
E4257,Marketing,49,80,7.295594047,-1,9,7,27,11,1.928734688,3.254739787,129,16
E4258,Operations,46,76,12.47110407,1,13,6,18,12,1.410426339,1.336193374,122,19
E4259,HR,56,72,10.37796125,0,11,2,24,8,1.142559701,2.109340986,128,13
E4260,Finance,55,65,10.85048619,0,8,7,25,2,1.265770852,2.109618087,120,15
E4261,Support,51,74,9.41824286,0,6,4,20,4,0.95985476,1.91970952,125,10
E4262,Finance,42,72,13.62779557,1,9,2,21,6,0.751993009,1.435623017,114,11
E4263,Operations,41,69,9.53521478,0,6,4,14,7,0.949197545,1.328876562,110,10
E4264,Marketing,51,82,15.89595212,2,13,5,23,5,1.065343928,1.361272797,133,18
E4265,Finance,41,63,13.8083353,1,9,5,12,8,0.945413493,0.810354422,104,14
E4266,Marketing,54,73,5.572483312,-1,7,5,11,10,1.825793909,1.673644417,127,12
E4267,Finance,44,74,11.91560522,1,6,8,24,3,1.083960044,1.858217217,118,14
E4268,Finance,48,69,13.8034543,1,7,7,19,7,0.945725215,1.283484221,117,14
E4269,Marketing,42,66,8.776793565,0,3,6,19,12,0.920547206,1.943377435,108,9
E4270,Engineering,56,66,11.23436919,0,14,7,17,11,1.716475911,1.389528118,122,21
E4271,Finance,47,63,5.566286852,-1,8,4,20,7,1.827516871,3.045861451,110,12
E4272,HR,45,55,7.011954456,-1,4,7,21,2,1.372948394,2.621083297,100,11
E4273,Support,39,64,9.245095687,0,5,8,20,1,1.268899813,1.952153558,103,13
E4274,Operations,54,53,5.936612254,-1,7,4,24,2,1.585788508,3.4599022,107,11
E4275,Engineering,47,69,10.16558197,0,8,8,21,10,1.432975016,1.880779708,116,16
E4276,Marketing,46,64,11.95114458,1,4,3,25,11,0.540492769,1.93033132,110,7
E4277,Engineering,47,66,7.252259777,-1,7,6,21,3,1.575326074,2.544757505,113,13
E4278,Sales,56,77,5.978440467,-1,8,5,19,12,1.862880404,2.72267136,133,13
E4279,Sales,45,89,5.263397834,-2,7,3,15,7,1.596577491,2.394866237,134,10
E4280,Finance,57,79,13.6372347,1,5,5,18,1,0.683189154,1.229740478,136,10
E4281,Finance,56,74,4.773811517,-2,9,6,16,10,2.597937248,2.771133064,130,15
E4282,HR,76,79,10.88738535,0,5,3,20,1,0.672982306,1.682455764,155,8
E4283,Support,47,78,13.91765241,1,9,9,26,9,1.206624173,1.742901583,125,18
E4284,Operations,47,65,7.066086573,-1,3,5,14,5,0.99180686,1.735662006,112,8
E4285,Engineering,58,52,7.468113887,-1,12,4,12,9,1.889440814,1.417080611,110,16
E4286,Sales,29,56,10.52702855,0,7,4,19,8,0.954278889,1.648299899,85,11
E4287,Finance,47,75,10.72201234,0,12,8,15,9,1.706191686,1.279643765,122,20
E4288,Operations,50,71,8.504748579,-1,8,7,25,11,1.578158525,2.630264209,121,15
E4289,Engineering,51,70,9.10885712,0,5,8,24,9,1.286000964,2.374155626,121,13
E4290,Finance,53,63,10.27255887,0,17,5,20,5,1.951642059,1.774220054,116,22
E4291,Finance,63,62,8.787800192,0,6,4,22,10,1.021680031,2.247696067,125,10
E4292,Sales,50,60,8.888753185,0,8,2,14,9,1.011249832,1.415749765,110,10
E4293,Sales,48,62,15.82719179,2,3,4,22,12,0.415993357,1.307407693,110,7
E4294,Finance,58,68,13.04028964,1,8,3,22,12,0.783459621,1.566919242,126,11
E4295,Marketing,51,55,13.27592185,1,6,5,24,1,0.770528174,1.681152381,106,11
E4296,Finance,45,65,8.976845257,0,7,5,22,2,1.202785018,2.205105866,110,12
E4297,Operations,54,83,4.843712138,-2,5,7,14,4,2.05348924,2.395737447,137,12
E4298,Finance,57,63,17.42826522,2,5,2,16,12,0.379851273,0.868231481,120,7
E4299,HR,49,66,8.149650627,-1,11,5,20,7,1.74870065,2.185875813,115,16
E4300,Support,47,73,10.92782393,0,9,6,15,11,1.257563835,1.257563835,120,15
E4301,HR,54,62,12.35114124,1,7,4,21,4,0.823899606,1.572899247,116,11
E4302,HR,50,69,8.258603407,-1,13,5,20,7,1.944137707,2.160153008,119,18
E4303,Marketing,47,75,12.70442443,1,7,15,28,12,1.605320975,2.043135787,122,22
E4304,Marketing,46,67,10.02703367,0,7,5,26,9,1.088234639,2.357841718,113,12
E4305,Finance,38,53,9.209421233,0,6,4,16,9,0.979487453,1.567179925,91,10
E4306,HR,49,89,8.257318218,-1,4,5,19,10,0.972203805,2.052430256,138,9
E4307,Marketing,45,69,7.010221845,-1,8,4,17,2,1.49808585,2.122288287,114,12
E4308,Sales,54,78,4.411547898,-2,4,9,25,4,2.402270154,4.619750296,132,13
E4309,Finance,56,75,18.44131965,3,5,3,23,2,0.4114947,1.183047263,131,8
E4310,Operations,51,49,14.37202022,1,8,2,25,8,0.650532582,1.626331454,100,10
E4311,Support,51,64,10.30882004,0,4,6,16,10,0.884265553,1.414824884,115,10
E4312,Engineering,35,81,14.68005242,2,6,4,17,6,0.63775297,1.084180049,116,10
E4313,Finance,51,73,14.28761556,1,6,2,17,5,0.523299397,1.112011218,124,8
E4314,Engineering,58,75,11.78962149,1,7,7,19,11,1.094637555,1.485579539,133,14
E4315,HR,57,75,8.965007261,0,4,8,21,7,1.204213874,2.10737428,132,12
E4316,Support,48,69,13.22242857,1,9,8,26,3,1.195295158,1.828098476,117,17
E4317,Engineering,51,77,12.72583665,1,8,5,18,7,0.947118951,1.31139547,128,13
E4318,HR,43,69,12.37350152,1,15,2,22,8,1.271170454,1.645044117,112,17
E4319,Sales,51,80,8.988343773,0,7,1,19,5,0.800933586,1.902217268,131,8
E4320,Engineering,63,78,11.13682428,0,5,5,28,2,0.823938764,2.30702854,141,10
E4321,Support,37,62,10.82022296,0,2,4,13,7,0.507604638,1.099810049,99,6
E4322,Finance,48,68,8.857846556,0,6,3,13,12,0.912978301,1.318746435,116,9
E4323,HR,49,82,11.10991966,0,11,6,21,8,1.403807826,1.73411555,131,17
E4324,Finance,47,67,13.7583462,1,7,7,11,10,0.948615773,0.745340965,114,14
E4325,Support,57,75,14.57668336,2,6,8,27,1,0.898779264,1.733360009,132,14
E4326,Marketing,42,77,11.49833152,0,8,5,13,11,1.040138836,1.040138836,119,13
E4327,HR,47,68,9.501897948,0,11,3,11,6,1.333092368,1.047429717,115,14
E4328,Engineering,39,72,12.56413921,1,7,7,30,7,1.032133318,2.211714252,111,14
E4329,HR,50,70,7.38375288,-1,7,7,13,5,1.669896549,1.550618224,120,14
E4330,Finance,51,60,8.868700294,0,1,11,23,3,1.215965592,2.330600719,111,12
E4331,Sales,53,61,13.8254979,1,12,2,24,2,0.944319044,1.618832647,114,14
E4332,HR,38,80,15.6153017,2,6,5,19,11,0.662040341,1.143524225,118,11
E4333,Engineering,58,67,13.41972561,1,7,4,17,11,0.762843919,1.178940603,125,11
E4334,Marketing,38,69,9.755220729,0,4,8,22,12,1.115737213,2.045518224,107,12
E4335,Operations,43,64,3.4309906,-2,9,5,20,5,3.159564365,4.513663378,107,14
E4336,Sales,64,76,12.35192656,1,10,2,27,8,0.898746705,2.022180086,140,12
E4337,Marketing,54,69,11.57103221,1,5,5,27,10,0.795479626,2.14779499,123,10
E4338,HR,45,69,11.65738721,1,7,9,14,6,1.264083948,1.106073454,114,16
E4339,Finance,44,75,5.69784258,-1,4,11,15,5,2.239527104,2.239527104,119,15
E4340,Support,58,78,9.0081803,0,9,5,26,10,1.398855694,2.597874861,136,14
E4341,Finance,41,70,15.59590186,2,11,6,22,9,1.024349273,1.32562847,111,17
E4342,Engineering,43,70,6.928376575,-1,5,2,20,3,0.882904581,2.522584518,113,7
E4343,Finance,53,58,11.73512736,1,7,4,26,8,0.863752649,2.041597171,111,11
E4344,Sales,48,64,8.03135418,-1,6,9,25,12,1.660880495,2.768134158,112,15
E4345,Finance,64,62,11.52244066,0,7,0,14,8,0.55899646,1.11799292,126,7
E4346,Engineering,48,62,9.403110233,0,13,6,22,8,1.826376879,2.114752176,110,19
E4347,Operations,49,71,13.61949132,1,2,12,21,3,0.957625659,1.436438488,120,14
E4348,HR,40,72,10.12377412,0,10,4,11,11,1.258565649,0.98887301,112,14
E4349,Support,50,76,12.98410565,1,8,5,15,4,0.929626844,1.072646359,126,13
E4350,HR,58,55,16.33377335,2,7,6,17,9,0.749980961,0.980744334,113,13
E4351,Finance,65,65,12.95827004,1,5,4,12,1,0.644779043,0.859705391,130,9
E4352,Marketing,43,71,11.72971259,1,12,2,22,3,1.099789167,1.728240119,114,14
E4353,HR,45,83,13.47192678,1,7,5,27,7,0.829191592,1.865681081,128,12
E4354,Operations,54,69,11.68792328,1,9,3,23,1,0.945781255,1.812747406,123,12
E4355,Finance,49,57,8.176021385,-1,10,2,20,5,1.307756324,2.179593874,106,12
E4356,Support,71,67,7.462351037,-1,12,3,19,2,1.772557051,2.245238931,138,15
E4357,Engineering,48,86,12.0704307,1,10,6,18,7,1.224137166,1.377154312,134,16
E4358,Operations,63,66,8.124089214,-1,6,5,18,8,1.205599786,1.972799649,129,11
E4359,Finance,42,65,7.832998934,-1,7,9,25,9,1.811389328,2.830295824,107,16
E4360,Operations,47,78,9.428181808,0,9,8,14,7,1.630197892,1.342515911,125,17
E4361,HR,55,80,4.821666654,-2,9,12,16,2,3.607214437,2.748353856,135,21
E4362,Support,51,51,8.038343244,-1,10,6,19,10,1.770235935,2.102155172,102,16
E4363,Engineering,49,89,7.793252456,-1,10,6,21,3,1.819577009,2.388194824,138,16
E4364,Finance,58,64,17.38588955,2,11,7,19,9,0.979011647,1.033401182,122,18
E4365,Sales,36,75,12.25333505,1,7,6,23,10,0.980885185,1.73541225,111,13
E4366,Engineering,61,76,8.735932444,0,5,3,22,9,0.821698389,2.259670569,137,8
E4367,Sales,58,58,7.699381621,-1,9,5,15,3,1.609309789,1.724260488,116,14
E4368,Operations,51,64,2.686172551,-2,5,4,19,3,2.441556893,5.154397885,115,9
E4369,Marketing,44,57,5.606020715,-1,5,5,24,2,1.513770609,3.633049462,101,10
E4370,Engineering,54,70,5.019654602,-2,3,7,20,3,1.661224881,3.322449762,124,10
E4371,Operations,49,64,7.069932904,-1,11,9,27,9,2.478335352,3.345752725,113,20
E4372,Sales,41,62,9.968947068,0,10,7,23,5,1.549829705,2.096828425,103,17
E4373,HR,55,73,9.436472517,0,11,3,24,5,1.34144942,2.299627576,128,14
E4374,HR,44,68,7.321116202,-1,10,6,15,6,1.92281896,1.802642775,112,16
E4375,Marketing,49,64,9.847290502,0,4,6,22,6,0.921889203,2.028156247,113,10
E4376,Engineering,49,80,5.700558569,-1,7,3,28,8,1.492412893,4.178756101,129,10
E4377,Engineering,54,63,11.33253497,0,10,5,22,6,1.216294949,1.783899259,117,15
E4378,Engineering,47,89,12.29190792,1,8,5,20,8,0.978038674,1.504674884,136,13
E4379,Operations,51,66,11.47865474,0,9,3,9,12,0.96164212,0.72123159,117,12
E4380,Support,53,85,13.2817443,1,9,5,24,11,0.980272416,1.680467,138,14
E4381,Support,49,72,5.447937184,-2,7,4,20,9,1.705971954,3.10176719,121,11
E4382,Marketing,53,61,10.11935153,0,8,4,10,5,1.079199625,0.89933302,114,12
E4383,Engineering,43,85,7.141652305,-1,7,3,18,2,1.228251911,2.210853439,128,10
E4384,Operations,64,70,6.544530018,-1,5,9,22,12,1.855649055,2.916019944,134,14
E4385,HR,62,59,5.756173755,-1,9,11,20,5,2.960255423,2.960255423,121,20
E4386,Sales,44,75,17.43532955,2,8,3,20,3,0.59668041,1.084873473,119,11
E4387,Operations,51,82,12.73394632,1,11,7,18,10,1.310621112,1.310621112,133,18
E4388,Support,43,70,14.86755398,2,4,5,20,6,0.567195172,1.260433715,113,9
E4389,Support,53,69,11.05828441,0,8,10,12,5,1.492749663,0.995166442,122,18
E4390,HR,63,84,7.516365372,-1,8,7,27,10,1.761314756,3.170366561,147,15
E4391,HR,39,58,12.01559834,1,10,6,13,3,1.229294235,0.998801566,97,16
E4392,Sales,54,61,17.02809951,2,5,6,21,12,0.610158602,1.164848241,115,11
E4393,HR,57,81,11.57400883,1,6,4,23,7,0.795291314,1.829170021,138,10
E4394,Marketing,44,72,9.662329503,0,14,6,18,6,1.875762702,1.688186432,116,20
E4395,Sales,48,70,10.81477793,0,8,5,20,5,1.100316915,1.692795254,118,13
E4396,HR,53,77,13.34625052,1,7,10,19,9,1.18497861,1.324387858,130,17
E4397,Finance,52,81,9.95183979,0,10,3,24,11,1.187015173,2.191412627,133,13
E4398,Operations,56,74,9.649763064,0,5,7,18,1,1.126785632,1.690178447,130,12
E4399,HR,59,74,7.967150924,-1,9,5,20,4,1.561253972,2.230362818,133,14
E4400,Marketing,57,72,11.06416069,0,11,2,21,6,1.077571854,1.740692994,129,13
E4401,Engineering,46,67,6.192679671,-1,5,4,16,1,1.251272184,2.224483883,113,9
E4402,HR,53,74,8.845849313,0,5,4,22,9,0.914090772,2.234444109,127,9
E4403,Support,50,65,9.614561972,0,5,7,24,10,1.130522393,2.261044786,115,12
E4404,Support,59,74,6.820037175,-1,7,4,22,1,1.406642929,2.813285859,133,11
E4405,Support,54,87,9.932343381,0,9,7,17,5,1.46354715,1.555018847,141,16
E4406,Engineering,55,68,12.86038454,1,11,6,16,10,1.226517197,1.154369127,123,17
E4407,Support,48,62,14.35155765,1,14,6,23,1,1.302799394,1.498219303,110,20
E4408,Finance,64,56,9.289958859,0,14,9,14,9,2.235188723,1.360549657,120,23
E4409,HR,51,74,8.63494363,0,4,5,15,1,0.934099912,1.556833187,125,9
E4410,Support,47,60,9.217336198,0,8,3,14,3,1.076601551,1.370220156,107,11
E4411,Sales,48,82,11.87716267,1,8,7,21,1,1.164852879,1.63079403,130,15
E4412,Engineering,52,73,8.128465953,-1,8,2,19,1,1.095474316,2.081401201,125,10
E4413,Finance,49,72,8.12410156,-1,4,9,24,8,1.424797819,2.630395973,121,13
E4414,Sales,54,61,10.81309892,0,5,9,17,6,1.185125097,1.439080475,115,14
E4415,Sales,60,65,11.55640154,1,10,2,21,11,0.955687819,1.672453683,125,12
E4416,Sales,66,78,10.60262578,0,9,3,23,7,1.034248645,1.982309903,144,12
E4417,Sales,56,76,10.37181763,0,9,6,22,3,1.319050348,1.934607177,132,15
E4418,HR,43,59,8.546671225,0,9,6,17,4,1.5712283,1.780725407,102,15
E4419,Support,55,59,10.0610322,0,15,6,22,10,1.89855699,1.988964466,114,21
E4420,Operations,54,64,2.850077504,-2,8,9,20,2,4.415495528,5.194700621,118,17
E4421,HR,46,89,14.64933841,2,7,7,22,5,0.894606509,1.405810228,135,14
E4422,HR,55,62,10.48336004,0,7,1,25,1,0.696660209,2.177063152,117,8
E4423,Finance,55,80,16.31191842,2,15,7,22,10,1.270800813,1.270800813,135,22
E4424,Finance,56,76,13.86588543,1,8,7,24,7,1.009021633,1.614434613,132,15
E4425,Support,43,84,7.554703978,-1,6,3,17,2,1.052052768,1.987210784,127,9
E4426,Operations,51,76,8.90769986,0,14,2,20,11,1.614905601,2.018632002,127,16
E4427,Finance,61,51,6.693343862,-1,9,4,23,7,1.689772384,2.989597295,112,13
E4428,Support,48,70,7.991270513,-1,6,5,19,12,1.223408859,2.113160757,118,11
E4429,Support,48,65,5.308478321,-2,5,9,18,12,2.219235652,2.853302981,113,14
E4430,Marketing,46,69,7.229151102,-1,11,5,14,8,1.944307475,1.701269041,115,16
E4431,Operations,48,65,6.894694923,-1,13,1,21,7,1.773342749,2.660014124,113,14
E4432,Finance,43,73,12.64458856,1,13,4,18,4,1.245915179,1.319204308,116,17
E4433,Operations,53,65,5.138326445,-2,7,5,20,8,1.954930241,3.258217069,118,12
E4434,HR,49,67,16.67762198,2,9,2,21,11,0.622255641,1.187942587,116,11
E4435,HR,53,75,9.034721297,0,7,8,19,9,1.494809826,1.89342578,128,15
E4436,Operations,45,66,14.04136355,1,8,7,19,3,0.997250013,1.26318335,111,15
